awardID,fiscalYear,currentValue,duns,companyCongCode,performanceCongCode
HSCEMD14J00025,2017,2061067.06,9043600,1198,1100
HSCEMD14P00002,2017,18604.43,65320400,502,502
HSCEMD14P00040,2017,546694.2,20645206,4705,647
HSCEMD14P00109,2017,119252.02,48822402,1219,1100
HSCEMD15F00041,2017,51300,34595699,1305,1305
HSCEMD15F00059,2017,24667.2,690549118,4206,4833
HSCEMD15F00071,2017,857201.75,97786441,639,651
HSCEMD15F00113,2017,2348177.46,80011988,5111,1100
HSCEMD15F00140,2017,14674,798247446,105,2204
HSCEMD15F00158,2017,1389236.28,72637457,4203,1100
HSCEMD15J00018,2017,5743,957050883,5111,1301
HSCEMD15J00033,2017,171764.33,122559698,5111,1100
HSCEMD16F00024,2017,5002.8,690549118,4206,5000
HSCEMD16F00034,2017,227630,153956417,406,5000
HSCEMD16F00041,2017,5671377.79,3592412,3910,5110
HSCEMD16F00046,2017,6596,24292732,2408,3610
HSCEMD16F00099,2017,3175,948396890,5108,5000
HSCEMD16F00117,2017,817208.33,80011988,5110,5110
HSCEMD16F00120,2017,989195.73,197503212,2506,1100
HSCEMD16F00134,2017,624000,878854504,649,1100
HSCEMD16F00138,2017,2992871.19,5065946,2106,2106
HSCEMD16F00141,2017,3726547.47,965603293,3608,3608
HSCEMD16F00142,2017,8712091.66,186945325,3612,5110
HSCEMD16F00143,2017,5373200.33,38049532,5110,5110
HSCEMD16F00144,2017,1972592.04,949873624,2408,2408
HSCEMD16F00147,2017,4050.37,168091937,4821,4821
HSCEMD16F00149,2017,398206.01,963846097,652,5111
HSCEMD16FAF001,2017,37870.76,783837672,5110,7200
HSCEMD16FAF002,2017,2850082.92,18193669,2406,5110
HSCEMD16J00030,2017,768611.96,617942987,5111,1100
HSCEMD16J00052,2017,9145.19,790801765,2104,1225
HSCEMD16J00053,2017,97370,611639688,3302,1100
HSCEMD16J00059,2017,338630,78411793,5111,1100
HSCEMD16J00065,2017,273500.38,2344208,4705,1100
HSCEMD16J00067,2017,213860,2344208,4705,1100
HSCEMD16P00028,2017,23094,958313769,804,4820
HSCEMD16P00039,2017,2220200,4203337,1208,1208
HSCEMD16P00069,2017,1000,148076107,3618,3618
HSCEMD16P00098,2017,814699.92,191665814,4214,4214
HSCEMD16P00113,2017,287979.56,8381758,652,5111
HSCEMD16P00120,2017,81400,165449872,5301,5108
HSCEMD17A00002,2017,0,106001675,3912,****
HSCEMD17D00001,2017,0,831127738,5108,****
HSCEMD17D00004,2017,0,78411793,1208,****
HSCEMD17F00004,2017,8891472.88,52311607,2405,5108
HSCEMD17F00005,2017,3325.22,690549118,4206,4206
HSCEMD17F00006,2017,6049.45,613480586,2703,2403
HSCEMD17F00007,2017,43148.48,1408673,2506,2403
HSCEMD17F00011,2017,11809,49591852,5111,4833
HSCEMD17F00015,2017,10675,848452090,1306,1306
HSCEMD17F00020,2017,8734,49591852,5111,4824
HSCEMD17F00022,2017,7970,49591852,5111,4805
HSCEMD17F00023,2017,41492.8,49591852,5111,1100
HSCEMD17F00029,2017,9457.54,690552815,5111,1501
HSCEMD17F00031,2017,14324,66088902,626,3626
HSCEMD17F00047,2017,90252.51,784227402,4104,4104
HSCEMD17F00058,2017,10033,49591852,5111,4824
HSCEMD17F00059,2017,5652.49,690552815,5111,2202
HSCEMD17F00066,2017,211033.05,788479368,617,617
HSCEMD17F00072,2017,2000000,966133477,5110,5110
HSCEMD17F00073,2017,2095000,160610809,5111,802
HSCEMD17F00074,2017,500000,962701632,2408,2408
HSCEMD17F00075,2017,3287054,80011988,5111,5108
HSCEMD17F00076,2017,2750954,146389994,3501,3501
HSCEMD17F00077,2017,7550,790801765,2104,4816
HSCEMD17F00081,2017,10143,155143050,2707,5111
HSCEMD17F00087,2017,3991.22,54007823,3704,2408
HSCEMD17F00088,2017,17438.4,191974203,3610,3610
HSCEMD17F00090,2017,33328.62,54007823,3704,2408
HSCEMD17F00091,2017,5000.63,79748458,1710,1214
HSCEMD17F00093,2017,48145.93,54007823,3704,2408
HSCEMD17F00096,2017,7142.65,54007823,3704,2408
HSCEMD17F00097,2017,15282.57,54007823,3704,2408
HSCEMD17F00099,2017,7501.33,54007823,3704,2408
HSCEMD17F00101,2017,16659,54007823,3704,2408
HSCEMD17F00102,2017,57684.15,54007823,3704,2508
HSCEMD17F00108,2017,36466.92,54007823,3704,1214
HSCEMD17F00109,2017,6400,43957141,648,648
HSCEMD17F00110,2017,14229.16,54007823,3704,2408
HSCEMD17F00113,2017,50000,110482101,2201,2201
HSCEMD17F00117,2017,43935.16,1408673,2506,644
HSCEMD17F00118,2017,25877.2,54007823,3704,2408
HSCEMD17F00119,2017,21990.52,54007823,3704,2408
HSCEMD17F00120,2017,13261.16,79297662,804,806
HSCEMD17F00121,2017,8493,54007823,3704,2408
HSCEMD17F00122,2017,13125,58916180,5107,4816
HSCEMD17F00126,2017,15526.32,54007823,3704,647
HSCEMD17F00129,2017,131509,54007823,3704,2408
HSCEMD17F00130,2017,13948.4,49591852,5111,3610
HSCEMD17F00131,2017,102577.02,54007823,3704,2408
HSCEMD17F00132,2017,65754.5,54007823,3704,2408
HSCEMD17F00133,2017,364279.93,54007823,3704,2408
HSCEMD17F00134,2017,111782.65,54007823,3704,2408
HSCEMD17F00135,2017,72329.95,54007823,3704,2408
HSCEMD17F00136,2017,43397.97,54007823,3704,2408
HSCEMD17F00137,2017,117128.96,1408673,2506,2506
HSCEMD17F00138,2017,309046.15,54007823,3704,2408
HSCEMD17F00140,2017,63356.32,54007823,3704,2408
HSCEMD17F00141,2017,142029.72,54007823,3704,2408
HSCEMD17F00142,2017,86795.94,54007823,3704,2408
HSCEMD17F00143,2017,299840.52,54007823,3704,2408
HSCEMD17F00145,2017,4149,619503634,2901,2901
HSCEMD17F00146,2017,155180.62,54007823,3704,2408
HSCEMD17F00147,2017,6120,836284091,2705,2705
HSCEMD17F00148,2017,205154.04,54007823,3704,2408
HSCEMD17F00149,2017,22080.87,54007823,3704,2408
HSCEMD17F00150,2017,118358.1,54007823,3704,2408
HSCEMD17F00151,2017,294580.16,54007823,3704,2408
HSCEMD17F00152,2017,241976.56,54007823,3704,2408
HSCEMD17F00153,2017,207406.86,54007823,3704,2408
HSCEMD17F00154,2017,144659.9,54007823,3704,2408
HSCEMD17F00155,2017,24986.71,54007823,3704,2408
HSCEMD17F00156,2017,69699.77,54007823,3704,2408
HSCEMD17F00158,2017,426658.75,54007823,3704,2408
HSCEMD17F00163,2017,5174.28,788479368,617,617
HSCEMD17F00164,2017,4192.62,690552815,5111,5111
HSCEMD17F00167,2017,32046.75,54007823,3704,4816
HSCEMD17F00168,2017,18506.12,808137546,1214,1214
HSCEMD17F00170,2017,5489.49,54007823,3704,2408
HSCEMD17F00175,2017,5615.92,926705633,648,648
HSCEMD17F00177,2017,54050.8,54007823,3704,2408
HSCEMD17F00179,2017,26687.94,829063734,3501,3501
HSCEMD17F00182,2017,3880.09,690552815,5111,5111
HSCEMD17F00184,2017,4117,690549118,4206,4206
HSCEMD17F00186,2017,7763.16,54007823,3704,2408
HSCEMD17F00187,2017,396269.25,86694861,106,106
HSCEMD17F00188,2017,19694.3,54007823,3704,2408
HSCEMD17F00190,2017,4409.49,54007823,3704,612
HSCEMD17F00192,2017,1681423,14127109,5108,1100
HSCEMD17F00193,2017,336350,611639688,1213,1213
HSCEMD17F00195,2017,19191.71,54007823,3704,2408
HSCEMD17F00196,2017,4586,54007823,3704,2408
HSCEMD17F00197,2017,13509.69,54007823,3704,2408
HSCEMD17F00201,2017,2837,690549118,4206,4708
HSCEMD17F00202,2017,6143.76,690549118,4206,4206
HSCEMD17F00203,2017,4848.84,54007823,3704,5301
HSCEMD17F00204,2017,38106,54007823,3704,2408
HSCEMD17F00206,2017,74477.5,54007823,3704,2408
HSCEMD17F00207,2017,5213.6,54007823,3704,2408
HSCEMD17F00208,2017,9103.17,690552815,5111,623
HSCEMD17F00211,2017,592351.28,18193669,2406,5000
HSCEMD17F00212,2017,3977.21,690552815,5111,1100
HSCEMD17F00213,2017,2065734.93,949873624,2408,5111
HSCEMD17F00214,2017,5690057.74,38049532,5110,5111
HSCEMD17F00215,2017,4697967.12,186945325,3612,5111
HSCEMD17F00216,2017,2817232.19,5065946,2106,5111
HSCEMD17F00217,2017,3498475.33,965603293,3608,5111
HSCEMD17F00218,2017,800000,611641312,5111,5111
HSCEMD17F00219,2017,6467.78,147996417,3610,5110
HSCEMD17F00220,2017,590686,106001675,3912,3915
HSCEMD17F00221,2017,52384.18,601839660,4831,1100
HSCEMD17F00222,2017,10000,13567606,5108,4820
HSCEMD17F00223,2017,3880.68,54007823,3704,2408
HSCEMD17F00224,2017,14784.29,54007823,3704,7200
HSCEMD17F00225,2017,5127.48,54007823,3704,2408
HSCEMD17F00226,2017,39962,878515956,1227,5110
HSCEMD17F00227,2017,660448.75,86694861,106,106
HSCEMD17F00228,2017,130071.48,49591852,5111,1100
HSCEMD17F00230,2017,1345.32,49591852,5111,5111
HSCEMD17F00231,2017,47318.4,690549662,5108,5108
HSCEMD17F00232,2017,9708,54007823,3704,2408
HSCEMD17F00233,2017,101310.72,79673287,4207,4207
HSCEMD17F00234,2017,13894,141254842,2405,3610
HSCEMD17F00235,2017,3648,690549118,4206,4824
HSCEMD17F00236,2017,5283.32,54007823,3704,1705
HSCEMD17F00237,2017,6653,690557624,3411,3411
HSCEMD17F00238,2017,11647.15,54007823,3704,2408
HSCEMD17F00239,2017,10009.98,142120273,3604,3604
HSCEMD17F00240,2017,89853.9,785807611,5111,5111
HSCEMD17F00241,2017,32057.7,210244596,3910,4824
HSCEMD17F00242,2017,17991.27,251100749,2702,5108
HSCEMD17F00243,2017,25030.53,54007823,3704,3704
HSCEMD17F00244,2017,7454.16,948396890,5108,1100
HSCEMD17F00245,2017,23890,859780389,5506,4820
HSCEMD17F00246,2017,8856,690549662,5108,404
HSCEMD17F00247,2017,10175.2,618932227,2404,5108
HSCEMD17F00248,2017,105530,611639688,5111,5108
HSCEMD17F00249,2017,4489,622350184,3608,3608
HSCEMD17F00250,2017,17472,49591852,5111,648
HSCEMD17F00251,2017,7552,690549662,5108,1210
HSCEMD17F00252,2017,4497,690557624,3411,3411
HSCEMD17F00253,2017,101865,1742662,2407,2407
HSCEMD17F00254,2017,6590,43957141,648,5110
HSCEMD17F00255,2017,4378.84,690552815,5111,502
HSCEMD17F00256,2017,6042,49591852,5111,1100
HSCEMD17F00257,2017,24510,147996417,3610,3609
HSCEMD17F00258,2017,423786.3,9043600,1198,1100
HSCEMD17F00259,2017,3299.45,616385667,4707,4707
HSCEMD17F00260,2017,849520,80011988,5111,5108
HSCEMD17F00261,2017,3315,63079268,3708,1302
HSCEMD17F00262,2017,10026,690549118,4206,3610
HSCEMD17F00263,2017,4468.86,54007823,3704,3704
HSCEMD17F00264,2017,4454.44,153956417,406,4818
HSCEMD17F00265,2017,75869.38,808137546,1214,1100
HSCEMD17F00266,2017,53922.9,957050883,5111,5111
HSCEMD17F00267,2017,2273245.75,146389994,3501,3501
HSCEMD17F00268,2017,5531,49591852,5111,614
HSCEMD17F00269,2017,707880,115415338,2403,2403
HSCEMD17F00270,2017,974139,43957141,648,5108
HSCEMD17F00271,2017,2727894.9,80011988,5111,5111
HSCEMD17F00272,2017,691974.1,809019180,5108,5108
HSCEMD17F00273,2017,454649.15,962701632,2408,2408
HSCEMD17F00274,2017,1818596.6,160610809,5111,802
HSCEMD17F00275,2017,1818596.6,966133477,5110,5110
HSCEMD17F00276,2017,9645,807680421,606,606
HSCEMD17F00277,2017,8548,690557624,3411,3411
HSCEMD17F00278,2017,26188.72,556915130,4803,4803
HSCEMD17F00279,2017,81252.78,827022141,5111,1100
HSCEMD17F00280,2017,6275.43,78857127,5102,5102
HSCEMD17F00281,2017,6021.64,601839660,4831,4103
HSCEMD17J00004,2017,32592.51,790801765,2104,1100
HSCEMD17J00005,2017,5279.92,807680421,606,606
HSCEMD17J00007,2017,9213,790801765,2104,1225
HSCEMD17J00009,2017,229219.5,166669742,5107,5107
HSCEMD17J00010,2017,276699,166669742,5107,5107
HSCEMD17J00011,2017,15025.2,957050883,5111,5110
HSCEMD17J00012,2017,63335.25,1325463,2403,2403
HSCEMD17J00013,2017,12187,1325463,2403,1305
HSCEMD17J00014,2017,109500,615378007,2408,2408
HSCEMD17J00017,2017,240000,615378007,2408,2408
HSCEMD17J00018,2017,4527,1325463,2403,2905
HSCEMD17J00019,2017,41850,121701957,652,652
HSCEMD17J00020,2017,5962.4,166669742,5107,5110
HSCEMD17J00021,2017,12465,615378007,2408,2408
HSCEMD17J00024,2017,28636.3,603814054,3901,3901
HSCEMD17J00025,2017,5668,33095568,3405,3411
HSCEMD17J00026,2017,91725,78374094,5111,805
HSCEMD17J00027,2017,86366.25,1325463,2403,2403
HSCEMD17J00029,2017,4328,6130371,5508,1100
HSCEMD17J00030,2017,15051.34,54007823,3704,2408
HSCEMD17J00031,2017,131467.2,831127738,5108,5108
HSCEMD17J00033,2017,36760.5,1325463,2403,2403
HSCEMD17J00034,2017,246386.96,831127738,5108,5111
HSCEMD17J00037,2017,7007.87,619719693,3503,3503
HSCEMD17J00038,2017,12000,603814054,3901,3901
HSCEMD17J00039,2017,87745,121701957,653,652
HSCEMD17J00040,2017,9917.25,1325463,2403,3408
HSCEMD17J00041,2017,66542.2,166669742,5107,5107
HSCEMD17J00042,2017,23843.94,619719693,3503,3503
HSCEMD17J00043,2017,324999.99,605928246,1198,1100
HSCEMD17J00044,2017,72644,119514144,604,604
HSCEMD17J00045,2017,50000,3256088,2405,4501
HSCEMD17J00047,2017,183160.28,78374094,5111,805
HSCEMD17J00048,2017,16187,121701957,653,653
HSCEMD17J00051,2017,11515.5,1325463,2403,2403
HSCEMD17J00053,2017,148358.5,78374094,5111,805
HSCEMD17J00054,2017,5742.5,556496370,626,626
HSCEMD17J00055,2017,7890.75,556496370,626,626
HSCEMD17J00056,2017,40834.2,166669742,5107,5107
HSCEMD17J00057,2017,14671.76,933678708,3302,3302
HSCEMD17J00059,2017,1266540,119514144,604,604
HSCEMD17J00060,2017,100966.91,78374094,5111,805
HSCEMD17J00061,2017,33728.9,78374094,5111,5111
HSCEMD17J00064,2017,235878.66,933678708,3302,3302
HSCEMD17J00065,2017,150299.59,166669742,5107,5107
HSCEMD17J00066,2017,8294.05,54007823,3704,2406
HSCEMD17J00068,2017,607563,615378007,2408,2408
HSCEMD17J00069,2017,14000,603814054,3901,3901
HSCEMD17J00071,2017,44814.6,78374094,5111,5111
HSCEMD17J00074,2017,483397.48,615378007,2408,2408
HSCEMD17J00075,2017,183527.55,166669742,5107,5107
HSCEMD17J00076,2017,4933.86,20149303,617,617
HSCEMD17J00077,2017,961741.56,831127738,5108,5108
HSCEMD17J00078,2017,4032.47,556496370,626,626
HSCEMD17J00082,2017,793744.64,831127738,5108,5111
HSCEMD17J00084,2017,7414.56,957050883,5111,5111
HSCEMD17J00085,2017,186630.83,603814054,3901,3901
HSCEMD17J00087,2017,5449.05,78374094,5111,805
HSCEMD17J00092,2017,2033.46,556496370,626,626
HSCEMD17J00094,2017,494820,33095568,3405,3411
HSCEMD17J00095,2017,574425,33095568,3405,3411
HSCEMD17J00096,2017,613386,33095568,3405,3411
HSCEMD17J00099,2017,9567.13,54007823,3704,2408
HSCEMD17J00100,2017,22361.63,54007823,3704,2408
HSCEMD17J00101,2017,103142.22,78374094,5111,805
HSCEMD17J00103,2017,529591,611639688,1213,1213
HSCEMD17J00106,2017,3471.04,166669742,5107,5107
HSCEMD17J00109,2017,3520,556496370,626,626
HSCEMD17J00110,2017,45260,124333886,805,805
HSCEMD17J00111,2017,3874.86,54007823,3704,2408
HSCEMD17J00112,2017,14100,605928246,1198,612
HSCEMD17J00116,2017,40550.18,615378007,2408,2408
HSCEMD17J00117,2017,15351,121701957,652,652
HSCEMD17J00118,2017,5798.16,605928246,1198,1100
HSCEMD17J00119,2017,7936.81,54007823,3704,2408
HSCEMD17J00121,2017,107145.9,103534595,3903,5111
HSCEMD17J00123,2017,12911.68,54007823,3704,2408
HSCEMD17J00124,2017,7773,121701957,652,652
HSCEMD17J00125,2017,14668.18,605928246,1198,1100
HSCEMD17J00128,2017,14495.4,605928246,1198,1100
HSCEMD17J00129,2017,843875,121701957,652,652
HSCEMD17J00130,2017,4046,51237027,2408,2408
HSCEMD17J00131,2017,1043699.58,78374094,5111,5111
HSCEMD17J00132,2017,187983.86,957050883,5111,5111
HSCEMD17J00133,2017,10645.25,78374094,5111,5111
HSCEMD17J00134,2017,20089.2,605928246,1198,1100
HSCEMD17J00135,2017,108755.5,1325463,2403,5108
HSCEMD17J00136,2017,19920.09,54007823,3704,2408
HSCEMD17J00137,2017,2247.22,556496370,626,652
HSCEMD17J00138,2017,895000,121701957,653,652
HSCEMD17J00139,2017,47755.68,942408766,5111,5111
HSCEMD17J00140,2017,287485.36,54007823,3704,2408
HSCEMD17J00141,2017,73544.28,556496370,626,5108
HSCEMD17J00142,2017,4088.93,556496370,626,626
HSCEMD17J00143,2017,10307.6,605928246,1198,1100
HSCEMD17J00144,2017,12356.7,166669742,5107,1100
HSCEMD17J00145,2017,28562.5,121701957,652,652
HSCEMD17J00147,2017,9225.75,160759135,2408,2408
HSCEMD17J00148,2017,5962,1325463,2403,2403
HSCEMD17J00149,2017,4092.46,556496370,626,626
HSCEMD17J00150,2017,35010,33095568,3405,1100
HSCEMD17J00152,2017,195485,121701957,652,652
HSCEMD17J00153,2017,802275.7,831127738,5108,5110
HSCEMD17J00154,2017,310597.7,933678708,3302,3302
HSCEMD17J00155,2017,15117.85,78374094,5111,4103
HSCEMD17J00156,2017,5182.94,932469612,1223,1223
HSCEMD17J00158,2017,80125,615378007,2408,2408
HSCEMD17J00159,2017,59893.1,2344208,4705,1100
HSCEMD17J00161,2017,524339.5,121701957,652,652
HSCEMD17J00162,2017,149031.96,603814054,3901,3901
HSCEMD17J00163,2017,524349,605928246,1198,1100
HSCEMD17J00164,2017,731940,615378007,2408,2408
HSCEMD17J00165,2017,276696,78411793,1208,1100
HSCEMD17P00005,2017,12115.35,78857127,5102,5102
HSCEMD17P00009,2017,21000,612674457,4903,5111
HSCEMD17P00011,2017,6417.12,33174293,1501,1501
HSCEMD17P00014,2017,27159,8898884,4804,3301
HSCEMD17P00015,2017,46120,78381879,2506,2506
HSCEMD17P00024,2017,3766.5,14514541,4823,4821
HSCEMD17P00026,2017,151848,80001807,5111,5111
HSCEMD17P00028,2017,19738,8898843,3301,3301
HSCEMD17P00030,2017,5000,86251469,5301,5301
HSCEMD17P00032,2017,8609.25,829695530,1202,1205
HSCEMD17P00043,2017,283895.6,965669000,5111,5111
HSCEMD17P00047,2017,8748,169942591,1205,1205
HSCEMD17P00048,2017,4318,23573108,4824,4833
HSCEMD17P00049,2017,4537,5069760,1710,3605
HSCEMD17P00052,2017,6353.76,13005702,5108,5108
HSCEMD17P00054,2017,3890.45,69482114,646,3408
HSCEMD17P00057,2017,51001.65,189211050,614,614
HSCEMD17P00059,2017,47345,797052701,645,645
HSCEMD17P00060,2017,28500,217402193,****,****
HSCEMD17P00063,2017,181812.84,78857127,5102,5102
HSCEMD17P00065,2017,36000,79209419,2403,5111
HSCEMD17P00066,2017,32719,131951972,2404,2404
HSCEMD17P00068,2017,8000,80638467,5111,5110
HSCEMD17P00077,2017,121111.85,226012417,5110,5110
HSCEMD17P00081,2017,4320,79347168,4826,5000
HSCEMD17P00090,2017,17280,151480134,7298,7200
HSCEMD17P00092,2017,66200,33095568,3411,5111
HSCEMD17P00096,2017,29940,79827246,618,618
HSCEMD17P00097,2017,11400,142984124,3706,612
HSCEMD17P00098,2017,15696,78374094,805,805
HSCEMD17P00099,2017,7025,787361302,1226,1226
HSCEMD17P00100,2017,16764.8,80524318,2401,2401
HSCEMD17P00101,2017,372676,79197169,1198,1100
HSCEMD17P00102,2017,5927,80333696,4104,5111
HSCEMD17P00103,2017,9000,79209419,2403,2403
HSCEMD17P00104,2017,621366,144763067,3302,3302
HSCEMD17P00105,2017,204060,20645206,4705,644
HSCEMD17P00106,2017,10138.1,847414760,1703,1703
HSCEMD17P00107,2017,6708,11540031,3909,1705
HSCEMD17P00108,2017,10464,808862598,805,805
HSCEMD17P00109,2017,5837.85,601839660,4831,4831
HSCEMD17P00110,2017,4800,66691122,626,644
HSCEMD17P00111,2017,15000,64836799,635,644
HSCEMD17P00112,2017,62381.65,142984124,3706,1100
HSCEMD17P00113,2017,397554.5,967356127,5108,5108
HSCEMD17P00114,2017,18054.73,164947314,2404,2404
HSCEMD17P00115,2017,3150,194757514,4815,4820
HSCEMD17P00116,2017,28112.6,195956636,3101,651
HSCEMD17P00117,2017,243000,86352689,5110,5111
HSCEMD17P00118,2017,4560,20645206,4705,644
HSCEMD17P00119,2017,409049.78,79827246,618,618
HSCEMD17P00120,2017,29999.84,89401640,3605,5108
HSCEMD17P00121,2017,41480.8,48822402,1219,5111
HSCEMD17P00122,2017,20140,491179547,5101,5108
HSCEMD17P00123,2017,5305,787361302,1226,1226
HSCEMD17P00124,2017,7345.5,78857127,5102,5102
HSCEMD17P00125,2017,12820.32,78720225,1902,1902
HSCEMD17P00126,2017,24999,828604871,1705,4201
HSCEMD17P00127,2017,18900,85619880,1805,1805
HSCEMD17P00128,2017,87890,124333886,805,805
HSCEMD17P00129,2017,12372,962916144,5302,5108
HSCEMD17P00130,2017,6400,80638467,5111,5111
HSCEMD17P00131,2017,4136.4,523806806,2505,2505
HSCEMD17P00132,2017,24869,58525536,3702,1302
HSCEMD17P00133,2017,399900,33095568,3411,5111
HSCEMD17P00134,2017,387946.62,169942591,1205,644
HSCEMD17P00135,2017,18778,806026852,5111,5111
HSCEMD17P00136,2017,3240,80510300,2106,2106
HSCEMD17P00137,2017,94101.7,790297019,1202,1202
HSCEMD17P00138,2017,10850,165449872,5301,5301
HSCEMD17P00139,2017,487308.4,165449872,5301,5108
HSCEMD17P00140,2017,981914.6,165449872,5301,5301
HSCEMR12C00002,2017,1874093.88,130381051,1204,1301
HSCEMR12C00006,2017,18337088.5,614832819,200,1100
HSCEMR12F00039,2017,4382228.43,177039286,5108,5108
HSCEMR12F00094,2017,226047.59,90012183,1805,1100
HSCEMR13F00040,2017,12238311.3,14127109,5108,1100
HSCEMR13P00015,2017,19930.92,943629535,4709,4709
HSCEMR14F00007,2017,10843.56,363596297,3902,3408
HSCEMR14F00019,2017,2304648.21,835979147,5111,1100
HSCEMR14F00020,2017,2075945.34,835979147,5111,1100
HSCEMR15P00026,2017,1109156.04,943392522,200,644
HSCEMR16J00007,2017,4933310.2,966133477,5110,5110
HSCEMR16J00008,2017,4933310.2,160610809,5111,802
HSCEMR16J00010,2017,4933310.2,146389994,3501,3501
HSCEMR16J00011,2017,1233327.55,962701632,2408,2408
HSCEMR16J00012,2017,8633292.85,80011988,5111,5110
HSCEMR16J00031,2017,4735.68,790801765,2104,1100
HSCEMR16P00028,2017,52618.08,931670392,4835,4828
HSCEMR16P00032,2017,9540.92,150776503,3612,3610
HSCEMR16P00036,2017,1258405.56,943392522,200,1501
HSCEMR17F00005,2017,8087.12,787411917,2402,402
HSCEMR17F00011,2017,39199.93,79282059,2602,1100
HSCEMR17F00029,2017,11522.31,791990146,3612,5110
HSCEMR17F00030,2017,266279.38,79282059,2602,5108
HSCEMR17F00033,2017,5910.24,791990146,3612,3408
HSCEMR17F00041,2017,9554420.13,80778868,4820,1225
HSCEMR17F00044,2017,23775.12,79282059,2602,1100
HSCEMR17F00048,2017,32477.52,124623039,1203,2906
HSCEMR17F00049,2017,43353.88,19979132,3411,1301
HSCEMR17F00056,2017,94380,828301213,603,1100
HSCEMR17P00002,2017,7635,2688059,4829,4818
HSCEMR17P00004,2017,3490,1627124,1198,1100
HSCEMR17P00005,2017,11743.65,828709589,3407,3403
HSCEMR17P00008,2017,5874.27,750159915,618,4816
HSCEMR17P00009,2017,35700,151580305,637,633
HSCEMR17P00012,2017,2568.8,80688784,4807,4802
HSCEMS08A00005,2017,0,53117149,4801,****
HSCEMS12F00075,2017,5247,24292732,2408,409
HSCEMS13D00001,2017,0,79728394,2706,****
HSCEMS13F00047,2017,11810215.42,347201258,5108,1100
HSCEMS14F00002,2017,92994.9,877933408,4807,1100
HSCEMS14F00048,2017,67330,877933408,4807,1100
HSCEMS14F00053,2017,42314,877933408,4807,1100
HSCEMS14F00062,2017,45936,877933408,4807,1100
HSCEMS14F00083,2017,542655.2,4841107,2405,1100
HSCEMS14J00083,2017,48039.62,1338086,1712,1712
HSCEMS14J00105,2017,14927.36,79728394,2706,2706
HSCEMS14J00108,2017,3356.48,1338086,1712,1712
HSCEMS14J00110,2017,2304.96,79728394,2706,2706
HSCEMS14J00117,2017,15585.92,79728394,2706,2706
HSCEMS15C00002,2017,0,15490144,4205,****
HSCEMS15C00004,2017,336214.08,838390933,613,1100
HSCEMS15F00022,2017,7442404.77,14127109,5108,1100
HSCEMS15F00026,2017,1299934.41,14127109,5108,5108
HSCEMS15F00033,2017,46112,877933408,4807,4807
HSCEMS15F00041,2017,51440.09,877933408,4807,4807
HSCEMS15F00051,2017,1730321.15,14127109,5108,1100
HSCEMS15F00056,2017,102757.54,877933408,4807,4807
HSCEMS15F00062,2017,267697.85,53117149,4801,651
HSCEMS15J00003,2017,51786.2,790818772,4821,4821
HSCEMS15J00010,2017,7424705.56,14127109,5108,1100
HSCEMS15J00076,2017,2610.32,13358002,5102,1100
HSCEMS15J00137,2017,1415664.86,14127109,5108,1100
HSCEMS15J00142,2017,243667.2,79728394,2706,2706
HSCEMS16A00002,2017,0,790801765,2104,****
HSCEMS16F00002,2017,7156.8,825892289,1227,5000
HSCEMS16F00008,2017,236000,194508131,3618,3618
HSCEMS16F00011,2017,1595936.49,964725688,5111,1100
HSCEMS16F00017,2017,198830.76,877933408,4807,4807
HSCEMS16F00018,2017,363293,101176097,5108,2508
HSCEMS16F00022,2017,406658.43,3592412,3910,3910
HSCEMS16F00024,2017,4467289.9,14127109,5108,1100
HSCEMS16F00057,2017,3909821.28,58369562,1198,1100
HSCEMS16J00002,2017,894909.57,3592412,3910,3910
HSCEMS16J00032,2017,709295.55,79728394,2706,2706
HSCEMS16J00036,2017,13278,79728394,2706,2706
HSCEMS16J00051,2017,7307.13,79728394,2706,2706
HSCEMS16J00055,2017,213156.42,1338086,1712,1712
HSCEMS16J00059,2017,46468.86,787815542,1198,1100
HSCEMS16J00060,2017,1793.6,36279193,5111,5111
HSCEMS16J00063,2017,832754,14784388,3706,3706
HSCEMS16J00065,2017,37913811.53,45534641,5110,1100
HSCEMS16J00093,2017,6974.89,54038138,1208,1208
HSCEMS16J00095,2017,4120,14784388,3706,3706
HSCEMS16J00101,2017,139460.7,861004349,632,632
HSCEMS16J00103,2017,2205036.8,1325463,2403,1708
HSCEMS16J00106,2017,1109000,4671400,2505,2505
HSCEMS16J00110,2017,48628.45,14784388,3706,3706
HSCEMS16P00073,2017,10000,114129591,612,1209
HSCEMS17A00004,2017,0,31689583,1227,****
HSCEMS17C00001,2017,174511.2,135665169,1212,1212
HSCEMS17C00002,2017,188213.1,966127768,2003,2003
HSCEMS17C00003,2017,556252.68,78711150,2408,1100
HSCEMS17C00005,2017,92088,933766441,1306,1302
HSCEMS17D00002,2017,0,79728394,2706,****
HSCEMS17D00008,2017,0,607775848,5106,****
HSCEMS17F00001,2017,15034.8,928251321,4207,4207
HSCEMS17F00002,2017,452781,119969970,4507,4507
HSCEMS17F00003,2017,340229.2,194508131,3618,3618
HSCEMS17F00004,2017,9000,690651989,5111,5111
HSCEMS17F00005,2017,1247,24292732,2408,1705
HSCEMS17F00006,2017,106245,15606251,5107,5107
HSCEMS17F00007,2017,5859.15,884114609,5111,1100
