award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
HSCEMS17J00186,Vista Outdoor Sales LLC,Anoka,MN,987.84,987.84,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"9 Cs of 12 Ga Sv Buck Ammunition, Part #Zle127 00DHS, $109.76 Per Case of 250 Rounds"
HSCEMS17J00201,Vista Outdoor Sales LLC,Anoka,MN,61060,61060,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,IGF::OT::IGF Tactical Communications (TACCOM) Program San Francisco Implementation Project
HSCEMS17J00202,Vista Outdoor Sales LLC,Anoka,MN,57135.28,57135.28,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,".40 S&W, 125 Grain Ammunition, P/N Bc40Ct1"
HSCEMS17P00035,Vista Outdoor Sales LLC,Anoka,MN,4926.2,4926.2,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"Cci Speer 9MM Lug 124 Grain GDHP Duty Ammo, Part #53927"
HSCEMS17P00041,Vista Outdoor Sales LLC,Anoka,MN,7389.3,7389.3,Mission Support Washington,Mission Support,Small Arms Ammunition Manufacturing,Munitions And Armor,"Cci Speer 9MM Luger 124 Grain GDHP Duty Ammunition, Part #53927"
HSCEMS17P00037,Vista Outdoor Sales LLC,Anoka,MN,10837.64,10837.64,Mission Support Washington,Mission Support,"Small Arms, Ordnance, And Ordnance Accessories Manufacturing",Munitions And Armor,"44 Cases of Cci Speer 9MM Luger 124 Grain GDHP Duty Ammunition, Part #53927, at $246.31 Per Case of 1000 Rounds. Ammunition Must Be Lat Approved. Vendor to Notify Recipient 48 Hours in Advance of Delivery. CBP"
HSCEMD16P00094,Vohne Liche Kennels Inc,Denver,IN,12155,12155,Mission Support Dallas,Mission Support,Pet Care (Except Veterinary) Services,Carceral And Surveillance Services,IGF::OT::IGF Narcotic Dog and Handler Training Closeout
HSCEMD10P00254,Volicon Inc.,Burlington,MA,22712.01,31229.01,Detention Compliance And Removals,Detention Compliance And Removals,Audio And Video Equipment Manufacturing,Av And Telecom,Warranty/Maintenance for Observer Systems&Web Sql Server
HSCEMD16P00073,"Vonhof, Jeanne M Arbitrator And Mediator",Chicago,IL,5501.94,5501.94,Mission Support Dallas,Mission Support,"All Other Professional, Scientific, And Technical Services","Education, Research And Professional Development",IGF::OT::IGF Arbitration
70CMSD18P00000050,"Vound Colorado, Ltd.",Evergreen,CO,9316,9316,Mission Support Dallas,Mission Support,Computer And Computer Peripheral Equipment And Software Merchant Wholesalers,IT,Forensic Analysis Software License/Maintenance Renewal
70CTD018P00000010,"Vound Colorado, Ltd.",Evergreen,CO,5555,5555,Information Technology Division,Information Technology,Computer Facilities Management Services,IT,Mission Critical Requirement for Software
70CDCR18FR0000038,"W W Grainger, Inc",Lake Forest,IL,17988.75,17988.75,Detention Compliance And Removals,Detention Compliance And Removals,Hardware Stores,Retail,Tactical Knives for Philadelphia Field Office
HSCEMD17F00113,Watch Systems Limited Liability Company,Covington,LA,50000,50000,Mission Support Dallas,Mission Support,All Other Publishers,Publicity And Publishing,Software Licenses
HSCEMD17F00006,Weber Computer Supply Company,Plymouth,MN,6049.45,6049.45,Mission Support Dallas,Mission Support,Industrial And Personal Service Paper Merchant Wholesalers,Office Supplies And Services,Filing Cabinets Required for Closed Case Filing Room.
HSCEMS16P00042,Websedge Ltd,London,,29500,29500,Mission Support Washington,Mission Support,Media Representatives,Publicity And Publishing,IGF::CL::IFG Video Production for International Association of Police Conference
HSCEMD17F00147,Wecsys Limited Liability Company (6769),Minneapolis,MN,6120,6120,Mission Support Dallas,Mission Support,Office Furniture (Except Wood) Manufacturing,Office Supplies And Services,Fy2017 Purchase Bookcases/Shelves for the Baltimore Occ
70CMSD18P00000057,"Weidenbenner Marketing Associates, Inc.",Plano,TX,6093.78,6093.78,Mission Support Dallas,Mission Support,Security Systems Services (Except Locksmiths),Carceral And Surveillance Services,Purchase of Aiphone for Access Control to Building
70CDCR18P00000017,West Publishing Corporation,Eagan,MN,2100000,5848488,Detention Compliance And Removals,Detention Compliance And Removals,All Other Information Services,Av And Telecom,IGF::CL::IFG Access to License Plate Reader Database
HSCEMD17F00008,West Publishing Corporation,Eagan,MN,9673485.72,19413258.24,Mission Support Dallas,Mission Support,Internet Publishing And Broadcasting And Web Search Portals,IT,IGF::CT::IGF Consolidated Lead Evaluation and Reporting (CLEAR) System Access/Subscription
70CTD018FR0000095,Westwind Team LLP,Albuquerque,NM,1415807.88,1415807.88,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Software
70CTD018FR0000124,Westwind Team LLP,Albuquerque,NM,37434,37434,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Firstsource Ii - Edwosb Socioeconomic Category: Exercise Option Period 1
HSCETE17J00447,Westwind Team LLP,Albuquerque,NM,10388.4,10388.4,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF First Source Equipment
70CTD018FR0000116,"Wexler Technical Solutions, Inc.",Germantown,MD,2584723.2,4999968,Information Technology Division,Information Technology,Computer Systems Design Services,IT,Operations and Maintenance Support Services for the Student and Exchange Visitors Programs Information System Software Application
HSCEMD17P00114,"Whispering Pines Enterprises, Ltd",Hyattsville,MD,18054.73,18054.73,Mission Support Dallas,Mission Support,Current-Carrying Wiring Device Manufacturing,Av And Telecom,Kussmaul Charging System Kits
HSCEMS17F00005,Whitaker Brothers Business Machines Inc,Rockville,MD,1247,1247,Mission Support Washington,Mission Support,Carbon Paper And Inked Ribbon Manufacturing,Office Supplies And Services,Paper Shredder
HSCEMR15F00025,"Wicklander Zulawski And Associates, Inc.",Downers Grove,IL,39722,39722,Mission Support Orlando,Mission Support,"Colleges, Universities, And Professional Schools","Education, Research And Professional Development",IGF::OT::IGF - Training
HSCETE15F00007,Widepoint Integrated Solutions Corp.,Mc Lean,VA,54923659.64,212808054.1,Information Technology Division,Information Technology,Custom Computer Programming Services,IT,IGF::OT::IGF Cellular Wireless Managed Services for OCIO/OPS
