award_id,recipient_name,recipient_city_name,recipient_state_name,current_total_value,potential_total_value_of_award,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description
HSCECR14F00009,"Csi Aviation Services, Inc.",Albuquerque,NM,56662002.61,66603076.61,Information Technology Division,Information Technology,All Other Travel Arrangement And Reservation Services,Transportation,IGF::OT::IGF Air Charter Services
HSCECR14F00010,"Csi Aviation Services, Inc.",Albuquerque,NM,72212665.68,96584160.68,Information Technology Division,Information Technology,All Other Travel Arrangement And Reservation Services,Transportation,IGF::OT::IGF Air Charter Services
HSCECR14F00015,"Csi Aviation Services, Inc.",Albuquerque,NM,69551277.83,97354212.83,Information Technology Division,Information Technology,All Other Travel Arrangement And Reservation Services,Transportation,IGF::OT::IGF Unscheduled Air Charter Services
HSCECR17F00011,"Csi Aviation Services, Inc.",Albuquerque,NM,73800.2,73800.2,Detention Compliance And Removals,Detention Compliance And Removals,All Other Travel Arrangement And Reservation Services,Transportation,"Roundtrip Passenger Flight From Miami to San Juan, PR for Hurricane Relief Efforts IGF::OT::IGF"
HSCETC16J00002,CSRA LLC,Falls Church,VA,47384418.04,70825511.35,Mission Support Washington,Mission Support,Computer Facilities Management Services,IT,"IGF::CL,CT::IGF Data Center 1"
70CMSD18FC0000015,CSRA LLC,Falls Church,VA,4649034,4649034,Mission Support Dallas,Mission Support,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,"IGF::CL,CT::IGF Background Investigation Non-Personal Services"
HSCEMR12F00033,CSRA LLC,Falls Church,VA,31943295.4,53604055.4,Mission Support Dallas,Mission Support,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,IGF::CT::IGF Backgroung Investigative Non-Personal Services
HSCEMR16J00012,CSRA LLC,Falls Church,VA,8633292.85,8633292.85,Mission Support Orlando,Mission Support,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,IGF::OT::IGF Background Investigations
HSCEMS08F00026,"Cubic Global Defense, Inc.",Herndon,VA,37118.17,37118.17,Mission Support Orlando,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,Close-Out Mod
HSCEMD17P00049,Cummins-Allison Corp.,Mount Prospect,IL,4537,4537,Mission Support Dallas,Mission Support,Office Equipment Merchant Wholesalers,Office Supplies And Services,Direct Funding Request # 337. Purchase Cummins-Allison Ifx Jetscan Currency Counter
70CMSD18P00000042,Cummins-Allison Corp.,Mount Prospect,IL,7140,7140,Mission Support Dallas,Mission Support,Other Commercial And Service Industry Machinery Manufacturing,Trade Services/Machinery/Manufacturing,Currency Counter
70CMSD18P00000093,Cummins-Allison Corp.,Mount Prospect,IL,5521.95,5521.95,Mission Support Dallas,Mission Support,Other Commercial And Service Industry Machinery Manufacturing,Trade Services/Machinery/Manufacturing,Bill Discriminator
HSCETC16J00027,"Customer Value Partners, Inc.",Fairfax,VA,5863338.92,6746361.78,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Student and Visitor Exchange Information System (SEVIS) Information Sharing Software Design and Development Services
HSCEMD17F00091,"Daigger Scientific, Inc.",Vernon Hills,IL,5000.63,5000.63,Mission Support Dallas,Mission Support,Laboratory Apparatus And Furniture Manufacturing,Trade Services/Machinery/Manufacturing,Scale Will Be Used to Weigh Evidence
HSCETC12F00007,Dakota Consulting Incorporated,Silver Spring,MD,1176094.92,1872112.13,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Eabm and Webident Software O&M Support Service for Esb
HSCECR15F00007,Danya International LLC,Silver Spring,MD,3748151.36,3748151.36,Information Technology Division,Information Technology,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CT::IGF Juvenile and Family Residential Management Unit Inspections
70CMSD18FR0000086,Data Facts Inc,Cordova,TN,80000,162140,Mission Support Dallas,Mission Support,Credit Bureaus,Financial Services,IGF::OT::IGF Civil Court and SSN Reports
HSCEMR15F00020,Data Facts Inc,Cordova,TN,911420.5,1075470.5,Mission Support Orlando,Mission Support,Credit Bureaus,Financial Services,IGF::OT::IGF Tri-Merged Credit Reports
HSCEDM13F00025,Data Pages Incorporated,Rockaway,NJ,81938,117618,Detention Compliance And Removals,Detention Compliance And Removals,Other Communications Equipment Manufacturing,Av And Telecom,IGF::OT::IGF Provide Funding for Earphones&Extension Cables
HSCEMS16F00051,"Datum Filing Systems, Inc.",Emigsville,PA,43116.41,43116.41,Mission Support Washington,Mission Support,Office Furniture (Except Wood) Manufacturing,Office Supplies And Services,High Density Filing System to Be Installed as Part of Eighth Floor Renovation
HSCEMS17F00033,"Deaf Access Solutions, Inc",Chevy Chase,MD,76473,185662,Mission Support Washington,Mission Support,Translation And Interpretation Services,Legal /Court Services,IGF::OT::IGF American Language Interpretation and Video Remote Interpretation (VRI) Services
HSCETC16F00019,"Defense Point Security, LLC",Alexandria,VA,15839223,39272640.6,Mission Support Washington,Mission Support,Other Computer Related Services,IT,"IGF::CL,CT::IGF SOC/CSIRC Support Services"
HSCEMS16F00018,"Delany, Siegel, Zorn & Associates, Inc.",Arlington,VA,306564.76,306564.76,Mission Support Washington,Mission Support,Investigation Services,Carceral And Surveillance Services,IGF::OT::IGF Eeo Investigation Services
70CTD018FC0000006,Dell Federal Systems L.P.,Round Rock,TX,7884.72,18397.68,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Azure Software
70CTD018FC0000025,Dell Federal Systems L.P.,Round Rock,TX,468155.25,509221.5,Mission Support Washington,Mission Support,Other Computer Related Services,IT,IGF::OT::IGF Software
70CTD018FC0000038,Dell Federal Systems L.P.,Round Rock,TX,180691.5,180691.5,Information Technology Division,Information Technology,Other Computer Related Services,IT,Amb14873 -New Award for Microsoft Azure Government Consumption On DHS BPA Hshqdc-15-A-00017 for ICE Eds/Foia. Contract to Be A 7 Month Base W/ 1Yr Option. Contract Pop: 03/01/18 - 9/29/18. Funded Pop: 03/01/18 - 9/29/18.18-SDDmab-42&43
70CTD018FC0000082,Dell Federal Systems L.P.,Round Rock,TX,41175.6,82351.2,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Software Licenses
70CTD018FC0000099,Dell Federal Systems L.P.,Round Rock,TX,56088,56088,Information Technology Division,Information Technology,Other Computer Related Services,IT,Amb #15174 - Purchase Microsoft 475 Power Bi Pro Gov Licenses and Cover Maintenance 125 Licenses; DHS Ela Contract No.: Hshqdc-15-A-00017
HSCETE15J00457,Dell Federal Systems L.P.,Round Rock,TX,11072.64,11072.64,Information Technology Division,Information Technology,Other Computer Related Services,IT,(16) Windows OS 7/Office Licenses
HSCETE15J00539,Dell Federal Systems L.P.,Round Rock,TX,4272.2,4272.2,Information Technology Division,Information Technology,Other Computer Related Services,IT,(5) Windows Ooperating System License 7 and (5) Office Suite Licenses
HSCETE16J00104,Dell Federal Systems L.P.,Round Rock,TX,298533.96,298533.96,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Software Support
HSCETE16J00279,Dell Federal Systems L.P.,Round Rock,TX,261838.41,349884.45,Information Technology Division,Information Technology,Other Computer Related Services,IT,Software
HSCETE17J00341,Dell Federal Systems L.P.,Round Rock,TX,19705037.3,39441280.08,Information Technology Division,Information Technology,Other Computer Related Services,IT,"DHS BPA Oy2 - Pop: 6/27/2017 - 6/26/2018. Contract No.: Hshqdc-15-A-00017. Total Oy2 Amount is $9,464,202.84. Amb# 13558 - 17-Opsesb"
HSCETE17J00365,Dell Federal Systems L.P.,Round Rock,TX,110824.12,168645.4,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Microsoft Azure Commercial Licenses
HSCETE17J00383,Dell Federal Systems L.P.,Round Rock,TX,902.48,902.48,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Microsoft Licenses
70CTD018P00000004,Dell Marketing L.P.,Round Rock,TX,4922.8,4922.8,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Computers
HSCETC13J00077,Dell Marketing Limited Partnership,Round Rock,TX,2527.65,2527.65,Mission Support Washington,Mission Support,Electronic Computer Manufacturing,IT,Desktop Computers and Operating Licenses in Support of Employees' Performance of Duties. Itsr Approval #37449.
HSCETE09J00140,Dell Marketing Limited Partnership,Round Rock,TX,38521.8,38521.8,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,To Purchase Visio and Project Software That is Needed to Operate Day to Day Business
HSCETE12F00086,Dell Marketing Limited Partnership,Round Rock,TX,96979.28,96979.28,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Servers
HSCETE12J00134,Dell Marketing Limited Partnership,Round Rock,TX,2259.48,2259.48,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,3 Rugged Laptops
HSCETE12J00137,Dell Marketing Limited Partnership,Round Rock,TX,37657.5,37657.5,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Laptops/Licenses
HSCETE12J00157,Dell Marketing Limited Partnership,Round Rock,TX,8223.12,8223.12,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Vla Enterprise Viual Studio Pro License
HSCETE12J00199,Dell Marketing Limited Partnership,Round Rock,TX,1506.32,1506.32,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Computer Towers/License Required to Perform Job Duties.
HSCETE12J00208,Dell Marketing Limited Partnership,Round Rock,TX,12803.55,12803.55,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,"Amb# 7615 Pearsall, TX Ero Microsoft Licenses Hshqdc-09-A-0032/P00006 ICE Enrollment # 7726446"
HSCETE12J00262,Dell Marketing Limited Partnership,Round Rock,TX,10919.06,10919.06,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Software for Workbench Database Servers
HSCETE12J00265,Dell Marketing Limited Partnership,Round Rock,TX,19582.16,19582.16,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Oas Microsoft Licenses
HSCETE12J00266,Dell Marketing Limited Partnership,Round Rock,TX,15092.38,15092.38,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Licenses
HSCETE12J00281,Dell Marketing Limited Partnership,Round Rock,TX,39946.66,39946.66,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,"152 CA of 6.5 Creedmoor 147 Grain Polymer TIP Boat Tail Eld Match Ammunition, Part #81501, $244.30 Per CA of 200 Rounds"
HSCETE12J00282,Dell Marketing Limited Partnership,Round Rock,TX,4344.68,4344.68,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Sw Support for Tecs Mod. Dell BPA #: Hshqdc09A00032. Cust #: 102996590 Pop: 6/7/2012-6/30-2015 CIP #: 266.0 Itp#: HSI.007.000.000.000 Amb #: 7629 Aap#: N/A
HSCETE12J00299,Dell Marketing Limited Partnership,Round Rock,TX,5301.3,5301.3,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Software for Microsoft Windows
HSCETE12J00360,Dell Marketing Limited Partnership,Round Rock,TX,6301.56,6301.56,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Rofessional 2010 - PC-DVD-ROM for the Leadtrac III Database.
HSCETE12J00381,Dell Marketing Limited Partnership,Round Rock,TX,31632.72,31632.72,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Licenses
HSCETE12J00382,Dell Marketing Limited Partnership,Round Rock,TX,7531.6,7531.6,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Licenses
HSCETE12J00383,Dell Marketing Limited Partnership,Round Rock,TX,6025.28,6025.28,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Licenses
HSCETE12J00384,Dell Marketing Limited Partnership,Round Rock,TX,11297.4,11297.4,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Software for Microsoft Windows
HSCETE12J00393,Dell Marketing Limited Partnership,Round Rock,TX,20335.32,20335.32,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Laptops and Software for the Fingerprint Project.
HSCETE12J00403,Dell Marketing Limited Partnership,Round Rock,TX,753.16,753.16,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Windows 7 Operating System
HSCETE12J00423,Dell Marketing Limited Partnership,Round Rock,TX,7626.96,7626.96,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Software
HSCETE12J00450,Dell Marketing Limited Partnership,Round Rock,TX,3765.8,3765.8,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Desktops Printers and Laptops
HSCETE12J00547,Dell Marketing Limited Partnership,Round Rock,TX,26360.6,26360.6,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Microsoft Licenses
HSCETE14J00037,Dell Marketing Limited Partnership,Round Rock,TX,19366.61,19366.61,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,Miscrosoft Licenses
HSCEMS13F00026,Deloitte & Touche L.L.P.,Mc Lean,VA,5950685.58,6553715.58,Mission Support Orlando,Mission Support,Other Accounting Services,Financial Services,IGF::CL::IFG Business Analytic Services
HSCEMS13F00033,Deloitte & Touche L.L.P.,Mc Lean,VA,3414151.51,5159149.55,Mission Support Orlando,Mission Support,Other Accounting Services,Financial Services,IGF::OT::IGF Customer Billing Model Support Services (CBM)
HSCEMS13F00058,Deloitte & Touche L.L.P.,Mc Lean,VA,28436249.91,51780679.71,Mission Support Orlando,Mission Support,Other Accounting Services,Financial Services,IGF::OT::IGF Ocfo Operations Support
HSCEOP07F01099,Deloitte & Touche LLP,Arlington,VA,775000,775000,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,Risk Management Support Services
HSCEMR13F00040,Deloitte & Touche LLP,Arlington,VA,13913217.06,13913217.06,Mission Support Dallas,Mission Support,Other Accounting Services,Financial Services,IGF::OT::IGF Provide Project&Facilities Management Support
HSCEMR13F00044,Deloitte & Touche LLP,Arlington,VA,6175214.1,6175214.1,Mission Support Dallas,Mission Support,Other Accounting Services,Financial Services,IGF::OT::IGF Provide Personal Property&Fleet Management Support.
HSCEMR17F00054,Deloitte & Touche LLP,Arlington,VA,1275287.88,3921182.16,Mission Support Orlando,Mission Support,Other Accounting Services,Financial Services,IGF::OT::IGF Real Property Management System Support Services Washington Dc
70CDCR18FC0000014,Deloitte Consulting LLP,Alexandria,VA,563271.45,1239197.19,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Administrative and Data/Records Management Support Services
HSCECR15F00015,Deloitte Consulting LLP,Alexandria,VA,3117214.03,5271908.44,Information Technology Division,Information Technology,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Administrative and Data/Records Management Support Services
HSCEMD16F00130,Deloitte Consulting LLP,Alexandria,VA,13586765.16,30320177.81,Mission Support Dallas,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CL::IFG Program Management Office Support Services
HSCEMR15F00007,Deloitte Consulting LLP,Arlington,VA,449618,449618,Mission Support Dallas,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF - Insider Threat Program
HSCEMS15F00022,Deloitte Consulting LLP,Alexandria,VA,7442404.77,12494943.88,Mission Support Orlando,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Business Analytics Support Services
HSCEMS15F00026,Deloitte Consulting LLP,Alexandria,VA,1792896.74,2290487.57,Mission Support Orlando,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Business Management Dashboard and Analytic Support Services
HSCEMS15F00047,Deloitte Consulting LLP,Alexandria,VA,2267927.26,3328908.82,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Financial and Management Analyst Support Services
HSCEMS15F00051,Deloitte Consulting LLP,Alexandria,VA,1764940.73,1764940.73,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::CL::IFG - Budget Analytic Support Services Task Order for Cfo/OBPp
HSCEMS15J00010,Deloitte Consulting LLP,Alexandria,VA,7424705.56,12155274.57,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Budgetary Support Services
HSCEMS15J00137,Deloitte Consulting LLP,Alexandria,VA,1415664.86,2417014.42,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Support Services for Data Governance
HSCEMS16F00024,Deloitte Consulting LLP,Alexandria,VA,4467289.9,10982652.6,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,"Office of the Executive Secretariate OES) Correspondence, Task,&Operations Management Support Services"
HSCEMS17F00045,Deloitte Consulting LLP,Alexandria,VA,2420327.87,12425702,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Systems Project Management and Customer Billing Model Support Services
HSCEMS17F00052,Deloitte Consulting LLP,Alexandria,VA,4201171.05,21550018.15,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,"IGF::OT::IGF Budgetary, Executive, and Program Support Services"
HSCEMS17F00061,Deloitte Consulting LLP,Alexandria,VA,6673743.7,25943736.79,Mission Support Washington,Mission Support,Administrative Management And General Management Consulting Services,Administration And Management Consulting,IGF::OT::IGF Professional and Project Management Support Services
HSCETC15F00019,Deloitte Consulting LLP,Arlington,VA,3897730.84,9824068.93,Mission Support Washington,Mission Support,Computer Systems Design Services,IT,IGF::CT::IGF Training and Communications Support for the Tecs Mod Program
HSCEMD16F00151,Deloitte Consulting LLP,Arlington,VA,6847946.68,9290993.67,Mission Support Dallas,Mission Support,Engineering Services,Trade Services/Machinery/Manufacturing,IGF::OT::IGF Financial Acquisition Asset Management Support
HSCEMS17F00057,Deloitte Consulting LLP,Arlington,VA,1839113.62,4409920.14,Mission Support Washington,Mission Support,Other Accounting Services,Financial Services,Audit Remediation Support Services
HSCEMD17F00088,Deluxe Delivery Systems Inc.,New York,NY,34876.8,87192,Mission Support Dallas,Mission Support,Local Messengers And Local Delivery,Office Supplies And Services,IGF::OT::IGF Courier Services
70CDCR18P00000070,Demus Enterprise Corp.,Fayetteville,NC,46868.04,46868.04,Detention Compliance And Removals,Detention Compliance And Removals,Footwear Manufacturing,Apparel/Luggage/Leather Goods,Navy Canvas Slip-On Deck Shoes
70CMSD18D00000001,"DenTrust Dental International, Inc.",Pipersville,PA,,75786333.92,Information Technology Division,Information Technology,All Other Outpatient Care Centers,Health And Personal Care,"Igf::Ct,Cl::Igf Medical, Psychological, Fitness, and Drug Testing Services"
70CMSD18FR0000018,"DenTrust Dental International, Inc.",Pipersville,PA,275032.37,275032.37,Mission Support Dallas,Mission Support,All Other Outpatient Care Centers,Health And Personal Care,"Igf::Ct,Cl::Igf Medical, Psychological, Fitness, and Drug Testing Services"
70CDCR18P00000041,Denver Health And Hospitals Authority,Denver,CO,15360,15360,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,Prior Year Funding for Guard Service at Denver Hospital.
70CDCR18P00000081,Denver Health And Hospitals Authority,Denver,CO,9000,9000,Detention Compliance And Removals,Detention Compliance And Removals,Security Guards And Patrol Services,Carceral And Surveillance Services,Funding for Detention Guard Service for ICE Detainees Admitted to Denver Health and Hospital.
HSCEDM16P00096,Department Of Emergency Services And Public Protection,Middletown,CT,16984.92,28032.26,Detention Management - Laguna,Detention Management,"Data Processing, Hosting, And Related Services",IT,Igf::Cf::Igf Access to State of Connecticut Collect Database
HSCETE15P00048,Designsmith Ltd,Laurel,MD,46960,60400,Information Technology Division,Information Technology,Engineering Services,Trade Services/Machinery/Manufacturing,Site Support for the Media Center at Pcn. Exercise Option Period Three
HSCETC16J00006,"Dev Technology Group, Inc.",Reston,VA,2199677.16,3008241.96,Mission Support Washington,Mission Support,"Data Processing, Hosting, And Related Services",IT,IT Infrastructure Support
HSCETC16J00026,"Dev Technology Group, Inc.",Reston,VA,35633118.82,67311395.85,Mission Support Washington,Mission Support,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Enforcement Systems Operations and Maintenance (O&M) Support Services
HSCETC16J00052,"Dev Technology Group, Inc.",Reston,VA,2560488.77,5596021.72,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Real Property Management System (RPMS) Operations and Maintenance (O&M) Support Services
HSCETC16J00056,"Dev Technology Group, Inc.",Reston,VA,4502844.91,4577614.91,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF IT Service Management Implementation and Licensing
HSCETC16J00057,"Dev Technology Group, Inc.",Reston,VA,9552286.36,32191918.2,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,"IGF::OT::IGF Sharepoint Operations, Maintenance and Development Support Services"
HSCETC17J00004,"Dev Technology Group, Inc.",Reston,VA,3109129.68,7457706.59,Information Technology Division,Information Technology,"Data Processing, Hosting, And Related Services",IT,IGF::CT::IGF Business Support Systems Program (BSSP) Operations and Maintenance (O&M) Support Services
HSCEMS13F00032,"Deva & Associates, P.C.",Rockville,MD,530947.28,530947.28,Mission Support Orlando,Mission Support,Offices Of Certified Public Accountants,Financial Services,IGF::CL::IFG Professional Services to Support Testing of Internal Controls Over Financial Reporting.
70CTD018P00000015,Dialtoneservices L.P.,Austin,TX,6528,6528,Information Technology Division,Information Technology,Satellite Telecommunications,Av And Telecom,"Satellite Phone Service for 20 Exisiting Phones in Presidio, TX"
70CMSD18P00000096,"Digital Intelligence, Inc.",New Berlin,WI,5775,5775,Mission Support Dallas,Mission Support,Electronic Computer Manufacturing,IT,Ultrakit Forensic Imager&Hardware Blocker
HSCETC16J00036,"Dkw Communications, Inc.",Washington,DC,1031158.47,1703552.07,Mission Support Washington,Mission Support,"Data Processing, Hosting, And Related Services",IT,IGF::CL::IFG Operations and Maintenance (O&M) Support for the Ideal and Lims System.
70CTD018FR0000015,"DLT Solutions, LLC",Herndon,VA,3370.25,3370.25,Information Technology Division,Information Technology,Other Computer Related Services,IT,Fy18 Funding to Renew 5 Toad for Oracle Software (License and Maintenance Package).
70CTD018FR0000118,"DLT Solutions, LLC",Herndon,VA,88344.92,88344.92,Information Technology Division,Information Technology,Other Computer Related Services,IT,IGF::OT::IGF Solarwinds Services Maintenance Renewal
HSCETE17F00050,"DLT Solutions, LLC",Herndon,VA,103459.04,103459.04,Information Technology Division,Information Technology,Other Computer Related Services,IT,"Solarwinds App Expand into Enterprise Wide Monitoring Tool&Moving to the Cloud Pop 8 Consec Weeks On-Site Support W Solarwinds ""Goods"" Procurement"
HSCEDM13F00018,Document Imaging Dimensions,Yorkville,IL,119129.6,119129.6,Detention Compliance And Removals,Detention Compliance And Removals,Office Supplies And Stationery Stores,Office Supplies And Services,IGF::OT::IGF Copy Paper
70CMSD18FR0000013,"Dollar Thrifty Automotive Group, Inc.",Estero,FL,21427.71,21427.71,Mission Support Dallas,Mission Support,Passenger Car Rental,Transportation,Rental Vehicles
70CMSD18FR0000008,"DTC Communications, Inc.",Pinellas Park,FL,4447,4447,Mission Support Dallas,Mission Support,Other Communications Equipment Manufacturing,Av And Telecom,Supply of Surveillance Equipment
70CMSD18FR0000024,"DTC Communications, Inc.",Pinellas Park,FL,8709.64,8709.64,Mission Support Dallas,Mission Support,Other Communications Equipment Manufacturing,Av And Telecom,Surveillance Equipment
70CMSD18FR0000054,"DTC Communications, Inc.",Pinellas Park,FL,5786,5786,Mission Support Dallas,Mission Support,Other Communications Equipment Manufacturing,Av And Telecom,Remote Car Disabling Kit
70CMSD18FR0000079,"DTC Communications, Inc.",Pinellas Park,FL,205710,205710,Mission Support Dallas,Mission Support,Other Communications Equipment Manufacturing,Av And Telecom,Covert Electronic Surveillance Equipment
HSCEMD14J00061,"DTC Communications, Inc.",Pinellas Park,FL,19942847.22,30499360.08,Detention Compliance And Removals,Detention Compliance And Removals,Radio And Television Broadcasting And Wireless Communications Equipment Manufacturing,Av And Telecom,Undercover Equipment
HSCEMD17F00001,"Dun & Bradstreet, Inc.",Reston,VA,1967091.65,3392412,Mission Support Dallas,Mission Support,Credit Bureaus,Financial Services,IGF::CT::IGF D&B Database Access
HSCEMS17F00007,"Dun & Bradstreet, Inc.",Reston,VA,5859.15,5859.15,Mission Support Washington,Mission Support,Credit Bureaus,Financial Services,IGF::OT::IGF Hoover's Relationship Manager
70CDCR18FR0000027,"Eclipse Business Group, Inc.",El Paso,TX,151590.92,151590.92,Detention Compliance And Removals,Detention Compliance And Removals,Food Service Contractors,Food,Box Lunches for Detainees
HSCEDM15D00005,"Eclipse Business Group, Inc.",El Paso,TX,,286856.6,Detention Management - Laguna,Detention Management,Food Service Contractors,Food,Box Lunches for Detainees
HSCEDM17J00011,"Eclipse Business Group, Inc.",El Paso,TX,157445.51,157445.51,Detention Management - Laguna,Detention Management,Food Service Contractors,Food,Box Lunches for Detainees
HSCEMD14F00082,"Economic Systems, Inc.",Falls Church,VA,657957.75,839218.56,Detention Compliance And Removals,Detention Compliance And Removals,"Human Resources Consulting Services (2007), Human Resources And Executive Search Consulting Services (2002)",Administration And Management Consulting,IGF::OT::IGF Federal Retirement Benefits Software
HSCEMD17P00135,"ECS Federal, LLC",Fairfax,VA,18778,18778,Mission Support Dallas,Mission Support,Computer And Computer Peripheral Equipment And Software Merchant Wholesalers,IT,Satellite Equipment
70CMSD18P00000062,"Electronic Risks Consultants, Inc",White House Station,NJ,8207.04,24621.12,Mission Support Dallas,Mission Support,Computer And Office Machine Repair And Maintenance,IT,Maintenance Services&Supplies
HSCEMS16F00058,Elevation Limited,Washington,DC,115460,115460,Mission Support Washington,Mission Support,Advertising Agencies,Publicity And Publishing,IGF::OT::IGF ICE Wide Communication and Outreach Support
HSCEDM15P00152,Elite Shooting Sports LLC,Manassas,VA,165800,216800,Detention Compliance And Removals,Detention Compliance And Removals,All Other Amusement And Recreation Industries,Sports And Recreation,Shooting Range for Washington Field Office
70CTD018FR0000096,"Emergent, LLC",Vienna,VA,56370.22,56370.22,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,IGF::OT::IGF Software
70CTD018FR0000098,"Emergent, LLC",Vienna,VA,691441.8,691441.8,Information Technology Division,Information Technology,Electronic Computer Manufacturing,IT,"Amb15042 - New Software Acquisition for Oracle Goldengate, Oracle Goldengate Foundation Suite&Accompanying Software Update License&Support; Ui#18-Opsasb0009"
HSCEMD16F00134,Ems Safety Services Inc,San Clemente,CA,624000,3546000,Mission Support Dallas,Mission Support,Other Commercial And Service Industry Machinery Manufacturing,Trade Services/Machinery/Manufacturing,IGF::CL::IFG First Aid/CPR/AED Training
HSCEOP07FCL0403,Emtec Federal Incorporated,Springfield,NJ,13667,13667,Mission Support Washington,Mission Support,Electronic Computer Manufacturing,IT,HP Laserjet P2015D Printers
HSCEMS16P00063,Engel Ballistic Research Inc,Pimento,IN,12818.3,12818.3,Mission Support Washington,Mission Support,Ammunition (Except Small Arms) Manufacturing,Munitions And Armor,"12 Ga 325 Gr Small Craft Interdiction for CBP/OAM, Pn F12Es-Ac150, SBIP Quantity = 2600 @ $4.73/Each Vendor:Engel Ballistic Research Inc."
HSCETC16J00033,"Enterprise Resource Planned Systems International, LLC",Gambrills,MD,188582.2,2978648.92,Information Technology Division,Information Technology,Computer Systems Design Services,IT,IGF::OT::IGF ICE Correspondence and Tasking System (Icat)
HSCEMR15F00045,"Enterprise Technology Solutions, Inc.",Fremont,CA,18896.91,18896.91,Mission Support Orlando,Mission Support,Computer Storage Device Manufacturing,IT,IGF::OT::IGF Television and Video Confrence Equiptment
